Recipe_Name,Ingredients,Number_of_Ingredients,Amounts,Cooking_Time,Cooking_Time_Unit,Cooking_Time_Seconds,Calories,Sodium,Fat,Protein,Carbs,Fiber,Servings,Star_Rating,Number_of_Reviews,Course,Directions,avocado,banana,basil,beans,beef,bell pepper,broccoli,butter,carrot,celery,chicken breast,cilantro,cucumber,egg,eggplant,flour,garlic,garlic powder,ginger,green beans,ground beef,honey,lemon,lettuce,lime,mayonnaise,milk,mozzarella,mushroom,oil,olive oil,onion,oregano,paprika,pasta,pepper,potato,red onion,salmon,salt,scallion,shrimp,soy sauce,sugar,tomato,tomato paste,water,yogurt,zucchini,Actual_Ingredients,Number_of_Actual_Ingredients,Remove_Indices_1
Healthy Avocado Chicken Salad,"['lime juice', 'plain greek yogurt', 'garlic powder', 'pepper', 'salt', 'chicken', 'fresh cilantro', 'avocado', 'mayo']",9,"{'lime juice': '2 cups ', 'plain greek yogurt': '1  ', 'garlic powder': '0.5 teaspoon ', 'pepper': '0.5 teaspoon ', 'salt': '0.5 teaspoon ', 'chicken': '2 teaspoons ', 'fresh cilantro': '1 teaspoon ', 'avocado': '0.25 cup ', 'mayo': '0.25 cup '}",22,Minutes,1320,210,390mg,13g,19g,7g,3g,5,4.5,32,Salad,http://yummly.com/recipe/Healthy-Avocado-Chicken-Salad-2124820,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,"['lime juice', 'plain greek yogurt', 'chicken', 'fresh cilantro', 'avocado', 'mayo']",6,"[4, 3, 2]"
Crock Pot Beef Stew,"['beef stew meat', 'onion', 'medium potatoes', 'cream of celery soup', 'ketchup', 'baby carrots', 'paprika', 'onion soup mix']",8,"{'beef stew meat': '2 ounces ', 'onion': '0.5 teaspoon ', 'medium potatoes': '2 pounds ', 'cream of celery soup': '5  ', 'ketchup': '3 cups ', 'baby carrots': '1  ', 'paprika': '20 ounces ', 'onion soup mix': '1 cup '}",65,Minutes,3900,200,1230mg,1.5g,5g,43g,5g,8,4.5,38,Main Dish,http://yummly.com/recipe/Crock-Pot-Beef-Stew-2168043,-1,-1,-1,-1,0,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,6,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['beef stew meat', 'onion', 'medium potatoes', 'cream of celery soup', 'ketchup', 'baby carrots', 'onion soup mix']",7,[6]
Sheet Pan Garlic & Herb Chicken and Veggies,"['ground black pepper', 'red potatoes', 'garlic', 'extra-virgin olive oil', 'onion powder', 'salt', 'grated Parmesan cheese', 'cooked quinoa', 'green beans', 'italian seasoning', 'baby carrots', 'boneless, skinless chicken breasts', 'small onion']",13,"{'ground black pepper': '0.25 cup ', 'red potatoes': '1 tablespoon ', 'garlic': '0.5 teaspoon ', 'extra-virgin olive oil': '0.25 teaspoon ', 'onion powder': '0.25 teaspoon ', 'salt': '1 pound ', 'grated Parmesan cheese': '8 ounces ', 'cooked quinoa': '8 ounces ', 'green beans': '1  ', 'italian seasoning': '4 cloves ', 'baby carrots': '1 pound ', 'boneless, skinless chicken breasts': '1  ', 'small onion': '1  '}",50,Minutes,3000,390,390mg,18g,30g,29g,6g,4,,0,Main Dish,http://yummly.com/recipe/Sheet-Pan-Garlic-_-Herb-Chicken-and-Veggies-2205930,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,11,-1,-1,-1,-1,-1,2,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,-1,-1,-1,0,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['red potatoes', 'garlic', 'onion powder', 'grated Parmesan cheese', 'cooked quinoa', 'green beans', 'italian seasoning', 'baby carrots', 'boneless, skinless chicken breasts', 'small onion']",10,"[5, 0, 3]"
Instant Pot Chicken Teriyaki Bowls,"['Sriracha hot sauce', 'bell peppers', 'toasted sesame oil', 'garlic powder', 'water', 'salt', 'sesame seeds', 'jasmine rice', 'green onions', 'broccoli', 'teriyaki sauce', 'ground ginger', 'black pepper', 'chicken breast']",14,"{'Sriracha hot sauce': '1  ', 'bell peppers': '1  ', 'toasted sesame oil': '1  ', 'garlic powder': '0.5 teaspoon ', 'water': '0.25 teaspoon ', 'salt': '2 cups ', 'sesame seeds': '1.5 cups ', 'jasmine rice': '1.5 cups ', 'green onions': '2 teaspoons ', 'broccoli': '2  ', 'teriyaki sauce': '1 head ', 'ground ginger': '1  ', 'black pepper': '1  ', 'chicken breast': '1  '}",45,Minutes,2700,,,,,,,4,4.5,6,Main Dish,http://yummly.com/recipe/Instant-Pot-Chicken-Teriyaki-Bowls-2409122,-1,-1,-1,-1,-1,1,9,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,3,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,5,8,-1,-1,-1,-1,-1,4,-1,-1,"['Sriracha hot sauce', 'bell peppers', 'toasted sesame oil', 'sesame seeds', 'jasmine rice', 'green onions', 'broccoli', 'teriyaki sauce', 'ground ginger', 'chicken breast']",10,"[5, 12, 3, 4]"
Quorn,"['vegetable stock', 'medium onion', 'vegetarian Parmesan', 'tomato passata', 'sun dried tomato paste', 'black pepper', 'olive oil', 'dried mint', 'garlic', 'potatoes', 'Greek yoghurt', 'cinnamon', 'sugar', 'free range egg', 'salt', 'freshly grated nutmeg', 'Quorn mince', 'aubergines', 'dried oregano', 'paprika']",20,"{'vegetable stock': '300 grams ', 'medium onion': '250 grams ', 'vegetarian Parmesan': '2 tablespoons ', 'tomato passata': '0.5 teaspoon ', 'sun dried tomato paste': '1  ', 'black pepper': '2 cloves ', 'olive oil': '1 teaspoon ', 'dried mint': '2 teaspoons ', 'garlic': '0.25 teaspoon ', 'potatoes': '0.5 teaspoon ', 'Greek yoghurt': '250 milliliters ', 'cinnamon': '250 milliliters ', 'sugar': '1 tablespoon ', 'free range egg': '2  ', 'salt': '200 milliliters ', 'freshly grated nutmeg': '1  ', 'Quorn mince': '0.5 teaspoon ', 'aubergines': '1 pinch ', 'dried oregano': '50 grams ', 'paprika': '1  '}",90,Minutes,5400,280,1090mg,10g,10g,42g,13g,4,,0,Main Dish,http://yummly.com/recipe/Quorn-9231068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,18,19,-1,5,9,-1,-1,14,-1,-1,-1,12,3,4,-1,-1,-1,"['vegetable stock', 'medium onion', 'vegetarian Parmesan', 'tomato passata', 'sun dried tomato paste', 'dried mint', 'garlic', 'potatoes', 'Greek yoghurt', 'cinnamon', 'free range egg', 'freshly grated nutmeg', 'Quorn mince', 'aubergines']",14,"[14, 5, 19, 18, 12, 6]"
Smoky Roasted Cauliflower,"['extra-virgin olive oil', 'cauliflower', 'smoked paprika', 'salt']",4,"{'extra-virgin olive oil': '1 head ', 'cauliflower': '1 tablespoon ', 'smoked paprika': '2 teaspoons ', 'salt': '1  '}",25,Minutes,1500,70,240mg,3.5g,3g,8g,3g,4,4.5,103,Side Dish,http://yummly.com/recipe/Smoky-Roasted-Cauliflower-2181432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,['cauliflower'],1,"[3, 2, 0]"
Cheddar Pierogies with Caramelized Onions and Bacon,"['plain full fat Greek yogurt', 'black pepper', 'bacon', 'fresh thyme leaves', 'yellow onions', 'kosher salt', 'apple cider vinegar', 'shredded sharp cheddar cheese', 'all purpose flour', 'large egg', 'russet potatoes', 'salted butter', 'cream cheese']",13,"{'plain full fat Greek yogurt': '2 cups ', 'black pepper': '1 teaspoon ', 'bacon': '2 tablespoons ', 'fresh thyme leaves': '1 cup ', 'yellow onions': '1  ', 'kosher salt': '4  ', 'apple cider vinegar': '2 tablespoons ', 'shredded sharp cheddar cheese': '2 cups ', 'all purpose flour': '2 ounces ', 'large egg': '1  ', 'russet potatoes': '1  ', 'salted butter': '4  ', 'cream cheese': '4 tablespoons '}",90,Minutes,5400,500,740mg,27g,16g,49g,3g,8,,0,Main Dish,http://yummly.com/recipe/Cheddar-Pierogies-with-Caramelized-Onions-and-Bacon-9124625,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,9,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,1,10,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,-1,"['plain full fat Greek yogurt', 'bacon', 'fresh thyme leaves', 'yellow onions', 'apple cider vinegar', 'shredded sharp cheddar cheese', 'all purpose flour', 'large egg', 'russet potatoes', 'salted butter', 'cream cheese']",11,"[5, 1]"
Chicken and Sausage Salad with Beans,"['lettuce', 'ground black pepper', 'soy sauce', 'olive oil', 'oregano', 'garlic', 'boneless skinless chicken breasts', 'turkey sausage', 'lemon', 'beans', 'cilantro', 'red onion', 'tomato sauce', 'spinach', 'tomatoes']",15,"{'lettuce': '2  ', 'ground black pepper': '100 grams ', 'soy sauce': '10 leaves ', 'olive oil': '2 cups ', 'oregano': '2  ', 'garlic': '0.25  ', 'boneless skinless chicken breasts': '5 sprigs ', 'turkey sausage': '1  ', 'lemon': '2 tablespoons ', 'beans': '1 teaspoon ', 'cilantro': '1  ', 'red onion': '3 cloves ', 'tomato sauce': '1 tablespoon ', 'spinach': '1  ', 'tomatoes': '0.25 cup '}",65,Minutes,3900,580,1090mg,36g,41g,32g,11g,2,,0,Salad,http://yummly.com/recipe/Chicken-and-Sausage-Salad-with-Beans-530467,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,6,10,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,8,0,-1,-1,-1,-1,-1,-1,3,-1,4,-1,-1,1,-1,11,-1,-1,-1,-1,2,-1,14,-1,-1,-1,-1,"['lettuce', 'soy sauce', 'garlic', 'boneless skinless chicken breasts', 'turkey sausage', 'lemon', 'beans', 'cilantro', 'red onion', 'tomato sauce', 'spinach', 'tomatoes']",12,"[1, 4, 3]"
Instant Pot Burrito Bowls,"['diced tomatoes', 'chicken broth', 'brown rice', 'ground beef', 'shredded cheese', 'taco seasoning', 'yellow onion', 'tortilla chips', 'corn', 'black beans', 'avocado', 'medium salsa', 'sour cream']",13,"{'diced tomatoes': '1 pound ', 'chicken broth': '1  ', 'brown rice': '1 packet ', 'ground beef': '15 ounces ', 'shredded cheese': '15 ounces ', 'taco seasoning': '16 ounces ', 'yellow onion': '1 cup ', 'tortilla chips': '1.5 cups ', 'corn': '1  ', 'black beans': '1  ', 'avocado': '1  ', 'medium salsa': '1  ', 'sour cream': '1  '}",40,Minutes,2400,510,860mg,19g,28g,61g,11g,6,4.5,70,Main Dish,http://yummly.com/recipe/Instant-Pot-Burrito-Bowls-2628497,10,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,"['diced tomatoes', 'chicken broth', 'brown rice', 'ground beef', 'shredded cheese', 'taco seasoning', 'yellow onion', 'tortilla chips', 'corn', 'black beans', 'avocado', 'medium salsa', 'sour cream']",13,[]
Japanese Curry,"['diced tomatoes', 'chicken stock', 'Worcestershire sauce', 'chili flakes', 'flour', 'curry powder', 'oil', 'garlic', 'medium carrot', 'chicken', 'medium potato', 'salt', 'pepper', 'white onions', 'ginger', 'butter']",16,"{'diced tomatoes': '1 tablespoon ', 'chicken stock': '2 cloves ', 'Worcestershire sauce': '1 inch ', 'chili flakes': '2  ', 'flour': '3 tablespoons ', 'curry powder': '4 tablespoons ', 'oil': '2 tablespoons ', 'garlic': '2 cups ', 'medium carrot': '2 tablespoons ', 'chicken': '1 can ', 'medium potato': '1 pound ', 'salt': '1  ', 'pepper': '1  ', 'white onions': '1 tablespoon ', 'ginger': '1 tablespoon ', 'butter': '1  '}",95,Minutes,5700,420,2190mg,18g,30g,35g,6g,4,4.5,7,Main Dish,http://yummly.com/recipe/Japanese-Curry-2660621,-1,-1,-1,-1,-1,-1,-1,15,8,-1,-1,-1,-1,-1,-1,4,7,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,13,-1,-1,-1,12,10,-1,-1,11,-1,-1,-1,-1,0,-1,-1,-1,-1,"['diced tomatoes', 'chicken stock', 'Worcestershire sauce', 'chili flakes', 'flour', 'curry powder', 'garlic', 'medium carrot', 'chicken', 'medium potato', 'white onions', 'ginger', 'butter']",13,"[11, 12, 6]"
Classic Chicken Salad,"['mayonnaise', 'fresh dill', 'cooked chicken', 'seasoned salt', 'pepper', 'green onion', 'Dijon mustard', 'celery']",8,"{'mayonnaise': '2 cups ', 'fresh dill': '0.5 cup ', 'cooked chicken': '1 stalk ', 'seasoned salt': '1  ', 'pepper': '1 teaspoon ', 'green onion': '0.5 teaspoon ', 'Dijon mustard': '1  ', 'celery': '1 teaspoon '}",15,Minutes,900,290,270mg,20g,20g,10g,<1g,4,5,4,Salad,http://yummly.com/recipe/Classic-Chicken-Salad-9049364,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,"['mayonnaise', 'fresh dill', 'cooked chicken', 'green onion', 'Dijon mustard', 'celery']",6,"[3, 4]"
Zero Point Chicken Taco Soup,"['diced tomatoes', 'frozen corn', 'water', 'chili powder', 'taco seasoning', 'tomato sauce', 'light kidney beans', 'seasoned black beans', 'boneless, skinless chicken breast', 'cumin', 'small onion']",11,"{'diced tomatoes': '1  ', 'frozen corn': '15.5 ounces ', 'water': '15.5 ounces ', 'chili powder': '8 ounces ', 'taco seasoning': '10 ounces ', 'tomato sauce': '20 ounces ', 'light kidney beans': '1 packet ', 'seasoned black beans': '1 teaspoon ', 'boneless, skinless chicken breast': '1 teaspoon ', 'cumin': '2  ', 'small onion': '0.5 cup '}",20,Minutes,1200,110,250mg,1.5g,8g,17g,4g,12,4.5,121,,http://yummly.com/recipe/Zero-Point-Chicken-Taco-Soup-2625666,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,"['diced tomatoes', 'frozen corn', 'chili powder', 'taco seasoning', 'tomato sauce', 'light kidney beans', 'seasoned black beans', 'boneless, skinless chicken breast', 'cumin', 'small onion']",10,[2]
Aunt Sue’s Famous Pound Cake,"['vanilla', 'sugar', 'eggs', 'whipping cream', 'all purpose flour', 'butter']",6,"{'vanilla': '6  ', 'sugar': '1 cup ', 'eggs': '3 cups ', 'whipping cream': '3 cups ', 'all purpose flour': '1 cup ', 'butter': '1 teaspoon '}",90,Minutes,5400,1540,450mg,66g,20g,223g,3g,4,4.5,37,Dessert,http://yummly.com/recipe/Aunt-Sues-Famous-Pound-Cake-2262476,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,"['vanilla', 'eggs', 'whipping cream', 'all purpose flour', 'butter']",5,[1]
Vegan Crunchwrap Supreme,"['diced green chiles', 'black beans', 'tostadas', 'chipotle peppers', 'taco seasoning', 'avocados', 'roasted vegetables', 'lettuce', 'cashews', 'flour tortillas', 'olive oil', 'slaw', 'doritos', 'salsa', 'firm tofu', 'water', 'cilantro', 'tortilla chips', 'tomatoes']",19,"{'diced green chiles': '3 tablespoons ', 'black beans': '16 ounces ', 'tostadas': '2 tablespoons ', 'chipotle peppers': '2  ', 'taco seasoning': '0.5 cup ', 'avocados': '1 cup ', 'roasted vegetables': '0.5 cup ', 'lettuce': '1 can ', 'cashews': '1 teaspoon ', 'flour tortillas': '1  ', 'olive oil': '1  ', 'slaw': '1  ', 'doritos': '1  ', 'salsa': '1  ', 'firm tofu': '1  ', 'water': '1  ', 'cilantro': '1  ', 'tortilla chips': '1  ', 'tomatoes': '1  '}",45,Minutes,2700,770,670mg,52g,35g,53g,11g,4,4.5,21,Main Dish,http://yummly.com/recipe/Vegan-Crunchwrap-Supreme-2480691,5,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,15,-1,-1,"['diced green chiles', 'black beans', 'tostadas', 'chipotle peppers', 'taco seasoning', 'avocados', 'roasted vegetables', 'lettuce', 'cashews', 'flour tortillas', 'slaw', 'doritos', 'salsa', 'firm tofu', 'cilantro', 'tortilla chips', 'tomatoes']",17,"[10, 15]"
6 Ingredient Healthier Twice Baked Potato,"['reduced fat cheddar cheese', 'plain greek yogurt', 'pepper', 'salt', 'milk', 'green onions', 'light cream cheese', 'russet potatoes']",8,"{'reduced fat cheddar cheese': '2  ', 'plain greek yogurt': '2 tablespoons ', 'pepper': '0.25 cup ', 'salt': '1 tablespoon ', 'milk': '1  ', 'green onions': '1  ', 'light cream cheese': '1  ', 'russet potatoes': '1  '}",40,Minutes,2400,120,250mg,1.5g,4g,22g,2g,4,,0,,http://yummly.com/recipe/6-Ingredient-Healthier-Twice-Baked-Potato-2547474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,7,-1,-1,3,5,-1,-1,-1,-1,-1,-1,1,-1,"['reduced fat cheddar cheese', 'plain greek yogurt', 'milk', 'green onions', 'light cream cheese', 'russet potatoes']",6,"[3, 2]"
Three Ingredient Slow Cooker Taco Chicken,"['taco seasoning', 'chicken breasts', 'salsa']",3,"{'taco seasoning': '4  ', 'chicken breasts': '15.5 ounces ', 'salsa': '1 ounce '}",25,Minutes,1500,240,1200mg,5g,40g,8g,3g,5,,0,Main Dish,http://yummly.com/recipe/Three-Ingredient-Slow-Cooker-Taco-Chicken-2057945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['taco seasoning', 'chicken breasts', 'salsa']",3,[]
Easy Chicken Salad,"['mayonnaise', 'pepper', 'salt', 'lemon juice', 'chicken', 'celery stalk', 'red onion', 'Dijon mustard', 'parsley']",9,"{'mayonnaise': '1.5 cups ', 'pepper': '0.25 cup ', 'salt': '2 teaspoons ', 'lemon juice': '0.5  ', 'chicken': '1 stalk ', 'celery stalk': '0.5 teaspoon ', 'red onion': '0.5 teaspoon ', 'Dijon mustard': '0.5 teaspoon ', 'parsley': '0.25 teaspoon '}",10,Minutes,600,160,460mg,7g,17g,5g,0g,4,3,3,,http://yummly.com/recipe/Easy-Chicken-Salad-2070370,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['mayonnaise', 'lemon juice', 'chicken', 'celery stalk', 'red onion', 'Dijon mustard', 'parsley']",7,"[2, 1]"
Fluffy Waffle,"['sugar', 'baking powder', 'eggs', 'salt', 'milk', 'vanilla extract', 'unsalted butter', 'all purpose flour']",8,"{'sugar': '2 cups ', 'baking powder': '4 tablespoons ', 'eggs': '4 teaspoons ', 'salt': '0.5 teaspoon ', 'milk': '2  ', 'vanilla extract': '1.5 cups ', 'unsalted butter': '6 tablespoons ', 'all purpose flour': '1 teaspoon '}",15,Minutes,900,530,930mg,23g,14g,67g,2g,4,4.5,58,Breakfast and Brunch,http://yummly.com/recipe/Fluffy-Waffle-2626360,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,0,-1,-1,-1,-1,-1,"['baking powder', 'eggs', 'milk', 'vanilla extract', 'unsalted butter', 'all purpose flour']",6,"[3, 0]"
Chicken Curry (Cà ri gà),"['thai chiles', 'carrots', 'rice wine', 'minced garlic', 'ground coriander', 'lemongrass stalks', 'chicken stock', 'canned tomato', 'fresh curry leaves', 'canola oil', 'shrimp paste', 'galangal', 'cayenne pepper', 'ground black pepper', 'ground turmeric', 'bay leaves', 'fat', 'yellow onions', 'kosher salt', 'yukon gold potatoes']",20,"{'thai chiles': '3 pounds ', 'carrots': '1 teaspoon ', 'rice wine': '0.25 cup ', 'minced garlic': '3  ', 'ground coriander': '2  ', 'lemongrass stalks': '2 teaspoons ', 'chicken stock': '2 teaspoons ', 'canned tomato': '1 teaspoon ', 'fresh curry leaves': '1 teaspoon ', 'canola oil': '0.25 teaspoon ', 'shrimp paste': '0.25 teaspoon ', 'galangal': '3 tablespoons ', 'cayenne pepper': '0.5 cup ', 'ground black pepper': '2  ', 'ground turmeric': '6  ', 'bay leaves': '2  ', 'fat': '2  ', 'yellow onions': '3 quarts ', 'kosher salt': '3  ', 'yukon gold potatoes': '2  '}",,,,,,,,,,4,,0,,http://yummly.com/recipe/Chicken-Curry-_Ca-ri-ga_-1041358,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,17,-1,-1,-1,13,19,-1,-1,18,-1,10,-1,-1,-1,-1,-1,-1,-1,"['thai chiles', 'carrots', 'rice wine', 'minced garlic', 'ground coriander', 'lemongrass stalks', 'chicken stock', 'canned tomato', 'fresh curry leaves', 'shrimp paste', 'galangal', 'cayenne pepper', 'ground turmeric', 'bay leaves', 'fat', 'yellow onions', 'yukon gold potatoes']",17,"[18, 13, 9]"
Chicken Fried Cauli Rice,"['onion', 'olive oil', 'garlic powder', 'garlic', 'eggs', 'carrots', 'salt', 'green beans', 'green onions', 'chicken breasts', 'coconut aminos', 'black pepper', 'cauliflower']",13,"{'onion': '2 tablespoons ', 'olive oil': '3  ', 'garlic powder': '1 cup ', 'garlic': '0.5 cup ', 'eggs': '0.5  ', 'carrots': '2 tablespoons ', 'salt': '3  ', 'green beans': '1 head ', 'green onions': '0.5 cup ', 'chicken breasts': '1 teaspoon ', 'coconut aminos': '0.5 teaspoon ', 'black pepper': '0.5 teaspoon ', 'cauliflower': '1  '}",30,Minutes,1800,370,900mg,16g,45g,14g,5g,4,5,1,Main Dish,http://yummly.com/recipe/Chicken-Fried-Cauli-Rice-2418746,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,9,-1,-1,4,-1,-1,3,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,11,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1,-1,"['onion', 'garlic', 'eggs', 'carrots', 'green beans', 'green onions', 'chicken breasts', 'coconut aminos', 'cauliflower']",9,"[6, 11, 2, 1]"
Spring Pasta with Blistered Tomatoes and Eggs,"['olive oil', 'pepper', 'salt', 'eggs', 'grated Parmesan cheese', 'pasta', 'asparagus spears', 'fresh parsley', 'crushed red pepper', 'unsalted butter', 'chopped fresh thyme', 'grape tomatoes', 'fresh basil', 'garlic cloves', 'shiitake mushrooms']",15,"{'olive oil': '1 pint ', 'pepper': '2 teaspoons ', 'salt': '0.25 teaspoon ', 'eggs': '0.25 teaspoon ', 'grated Parmesan cheese': '0.5 pound ', 'pasta': '2 tablespoons ', 'asparagus spears': '2 tablespoons ', 'fresh parsley': '12 ounces ', 'crushed red pepper': '4  ', 'unsalted butter': '0.5 pound ', 'chopped fresh thyme': '0.33 cup ', 'grape tomatoes': '1 tablespoon ', 'fresh basil': '1 tablespoon ', 'garlic cloves': '0.5 tablespoon ', 'shiitake mushrooms': '0.5 teaspoon '}",45,Minutes,2700,510,660mg,24g,21g,57g,7g,4,,0,Main Dish,http://yummly.com/recipe/Spring-Pasta-with-Blistered-Tomatoes-and-Eggs-1084025,-1,-1,12,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,3,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,0,-1,-1,-1,5,1,-1,-1,-1,2,-1,-1,-1,-1,11,-1,-1,-1,-1,"['eggs', 'grated Parmesan cheese', 'pasta', 'asparagus spears', 'fresh parsley', 'crushed red pepper', 'unsalted butter', 'chopped fresh thyme', 'grape tomatoes', 'fresh basil', 'garlic cloves', 'shiitake mushrooms']",12,"[2, 1, 0]"
Budget Beef Stew,"['onion', 'medium potatoes', 'pepper', 'salt', 'beef', 'carrots', 'vegetable stock', 'plain flour', 'garlic cloves']",9,"{'onion': '1  ', 'medium potatoes': '2  ', 'pepper': '2 pounds ', 'salt': '5  ', 'beef': '3  ', 'carrots': '3 cups ', 'vegetable stock': '2 tablespoons ', 'plain flour': '1  ', 'garlic cloves': '1  '}",5,Hours,18000,250,370mg,11g,17g,20g,3g,12,,0,Main Dish,http://yummly.com/recipe/Budget-Beef-Stew-2211551,-1,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['onion', 'medium potatoes', 'beef', 'carrots', 'vegetable stock', 'plain flour', 'garlic cloves']",7,"[3, 2]"
